competition_key,player_id,player_name,team_id,team_name,crest_url,goals,penalties,own_goals,penalty_shootout_scored,penalty_shootout_missed
22177943-21-22177950,6017996,"MARTINEZ MONTERO, MANUEL",780,"REAL RACING CLUB SAD ""A""",https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000636294_racing66.jpg,74,0,0,0,0
22536452-21-22775071,1075860,"TORRES RAMON, DIDAC",864081,AT. JESUS,https://www.ffib.es/Fed/pimg/Clubes/00100_0000249203_nuevo_escudo.jpg,43,3,0,0,0
22536452-21-22775071,1246515,"VARGAS BOSTOEN, ANGEL",302549,"S.D. PORTMANY ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000306100_ESCUDO_NUEVO.jpg,41,0,0,0,0
22320181-21-22395204,1807365,"LAMIEL ALVAREZ, HUGO",6035981,CALANDA-C.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000360246_Escudo_moderno.jpeg,41,1,0,0,0
22619991-21-22619992,276555,"PELAEZ ESTEBAN, PAUL",6087,"EIBAR, S.D.",https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2012.jpg,34,1,0,0,0
22177943-21-22177950,5770202,"DESIRE BONILLA, DANIEL",2138,"E.F. SANTANDER ""A""",https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000706282_escudo_escuela_azul_NUEVO.jpg,34,7,0,0,0
22342662-21-22343993,22164140,"BARRANCO GARCIA, RAMON",34559,C.D. GUADALAJARA,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000202744_1_Escudo_principal_contorno__SE_PONE_SOBRE_FONDO_BLANCO.png,34,7,0,0,0
22320178-21-22401727,2588980,"ARTIEDA VELILLA, SANTIAGO",6,REAL ZARAGOZA S.A.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000047835_Escudo-Zaragoza.jpg,33,1,0,0,0
22619989-21-22619990,77505,"SEVILLA SANCHEZ, ENAITZ",9528,"CULTURAL DPVA. DURANGO, S.",https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1020_grande.png,32,0,0,0,0
22536594-21-22628072,1241920,"ROMERO NAVARRO, EFREN",103179,R C D MALLORCA SAD,https://www.ffib.es/Fed/pimg/Clubes/00100_0000306448_RCDMALLORCA_ESCUDO.png,32,4,0,0,0
22320180-21-22379581,6993050,"OUAKKATI, YOUSSEF",871,MONZON-ATLETICO Alumbra,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000320588_WhatsApp_Image_2021_10_26_at_21.41.48.jpeg,32,1,0,0,0
22177943-21-22177950,5466136,"SAINZ DE LA MAZA CARRERAS, ANGEL",1338,"CLUB BANSANDER ""A""",https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000005369_LOGO_CLUB_BANSANDER.jpg,32,5,0,0,0
22320181-21-22395200,22250077,LAMINE,3330180,SAN JOSE-U.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000041067_ESCUDO.JPG,31,0,0,0,0
22620323-21-22620325,76104,"NICIEZA UGALDEA, IÑIGO",12981,"CULTURAL DURANGO ""B""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1020_grande.png,31,0,0,0,0
22320181-21-22395204,3069456,"MUÑOZ PERALTA, SERGIO",900559,ATLETICO TERUEL C.F.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000057419_Escudo_Atletico_Teruel_Federacion.jpg,31,2,0,0,0
22320178-21-22401727,3130049,"SAEZ MUZAS, JAIME",876,HUESCA-S.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000223477_huesca_sd.png,31,8,0,0,0
22619987-21-22619988,68410,"VILLENA ARANDIA, OROITZ",13650,"ARRATIA, C.D.",https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0009922246_escudo_sin_fondo.png,31,8,0,0,0
22227427-21-22229298,595455,"ZARAGOZA SANTOS, JULIO",339723,C.D. ATLETICO TOMELLOSO,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000212226_IMG_20250813_163639.jpg,30,6,0,0,0
22536421-21-22536422,2344175,"GUAZO ALZAMORA, CARLOS",6078591,BALEARS,https://files.ffib.es/Fed/img/web_responsive_2/ESP/escudo_sm_resultados_.jpg,30,5,0,0,0
22320181-21-22395200,3068017,"BLASCO ESTEBAN, MIGUEL",498,VALDEFIERRO-C.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000478076_Logo_Valdefierro_Rebranding_vectorizado_25_26.png,30,0,0,0,0
22620267-21-22620268,301184,"DIAZ DE OLARTE RUIZ DE ALEGRIA, IKER",985,"DEPORTIVO ALAVES, S.A.D. ""B""",https://www.faf-aff.eus/pnfg/pimg/MigracionPV/escudosFAF/100.jpg,29,1,0,0,0
22320195-21-22320197,90812954,"AZNAR LORENTE, PABLO",716,CALATAYUD-AT.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000418735_1_001.png,29,1,0,0,0
22536452-21-22775071,813303,"FLORIT MARI, GABRIEL",7090171,LUCHADOR,https://www.ffib.es/Fed/pimg/Clubes/00100_0000195490_luchador_FUN_1.jpg,29,3,0,0,0
22620323-21-22620325,75418,"ARGOITIA REGULEZ, ARITZ",13578,"ETXEBARRI ""A""",https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0009928047_ESCUDOETXEBARRI_page_0001__2_.jpg,29,5,0,0,0
22536452-21-22775071,1256388,"LUNA RUIZ, MARCOS",108710,"PEÑA DEPORTIVA ""A""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000000981_escudo metacrilato de 10 mm.jpg,29,0,0,0,0
22320235-21-22358727,6875158,"AGULLÓ FARRÚS, EUDALD",509091,MONZÓN FÚTBOL BASE - AT. Gigamontrans,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000139369_escudocolorfaf.jpg,28,5,0,0,0
22536452-21-22775071,3002227,"TORRES QUINTERO, IVAN",109224,IBIZA INSULAR DEL I.I.P.,https://www.ffib.es/Fed/pimg/Clubes/00100_0000299562_3654.jpeg,28,0,0,0,0
22320181-21-22395200,1575548,"MENDOZA HERNANDEZ, UNAI",178,MONTECARLO-U.D.,https://www.futbolaragon.com/pnfg/pimg/Equipos/00100_0000041121_ESCUDITO2.jpg,28,2,0,0,0
22227461-21-22229338,603295,"RAMOS ORTIZ, ARTURO",494739,SPORTING DE ALCAZAR C.F.,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000091681_escudo_sporting.jpg,28,1,0,0,0
22227461-21-22229338,579883,"CONDE FERNANDEZ, MIGUEL",494739,SPORTING DE ALCAZAR C.F.,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000091681_escudo_sporting.jpg,28,0,0,0,0
22320181-21-22395202,2433511,"NOGUÉS AZNAR, ISMAEL",686,"SAN VIATOR A.D. ""A""",https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000408180_IMG_20240406_185021.jpg,28,1,0,0,0
22536421-21-22536423,822187,"ROIG BESTARD, TONI",789458,"MADRE ALBERTA ""A""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000235163_cdma.jpg,28,5,0,0,0
22619991-21-22619992,74686,"GONZALEZ CAMPO, JON",4558,ATHLETIC CLUB,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1001_grande.png,28,1,0,0,0
22342662-21-22343988,2205493,"TOLEDO VILLENA, MARCOS",34557,FUNDACION ALBACETE,https://www.ffcm.es/pnfg/pimg/Equipos/00100_0000005773_FUNDACION ALBACETE BALOMPIE.jpg,28,4,0,0,0
22536452-21-22775071,822100,"SERRA EGEA, MARC",109120,"UD IBIZA ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000303134_Escudo_UD_Ibiza.png,27,1,0,0,0
22227461-21-22229338,1024491,"HIPOLITO LAIN, CARLOS",124924,C.D. MANCHEGO CIUDAD REAL,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000174407_Escudo_CDManchegoCR__1__page_0001.jpg,27,0,0,0,0
22620323-21-22620324,68369,"MORAL MOJA, MARKEL",14189,"UGERAGA ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1152_grande.png,27,3,0,0,0
22536409-21-22536410,22641548,"PEÑA VAZQUEZ, AIMAR",101499,"R.C.D. MALLORCA SAD ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000306448_RCDMALLORCA_ESCUDO.png,27,2,0,0,0
22342662-21-22343988,1255962,"SENDRA CANTOS, ANDRES",109371,E.F.B. ALMANSA,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000174783_escudo.jpg,26,6,0,0,0
23289323-21-23289327,578298,"REYES URBANEJA, JUAN MANUEL",208113,Calavera C.F.,https://marcadores.rfef.es/pnfg/var/docs/anterior/1314/DOCS/20137/25/faf5fde51678349d33806a754ccd303a_ESkB7Q5g.jpg,26,7,0,0,0
22620323-21-22620324,61237,"ANDRAKA GARRASTAZU, IRAITZ",14524,GORLIZ,https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0009933628_escudo_gorliz.jpg,26,3,0,0,0
22620323-21-22620324,71457,"LOTINA BASTIDA, JORITZ",14393,"ASKARTZA ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1197_grande.png,26,1,0,0,0
23289323-21-23289327,23356326,"MESA DOMINGUEZ, MANUEL",23289694,UD La Mosca,https://marcadores.rfef.es/pnfg/var/docs/anterior/1314/DOCS/20137/6/5b3b1781d04bdea28f65d2c4bde6dd1c_LFCgUhY5.jpg,25,7,0,0,0
22619989-21-22619990,13260,"CARCEDO URBIETA, MIKEL",5800,AÑORGA K.K.E.,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2005.jpg,25,6,0,0,0
22620323-21-22620325,73793,"LARRAÑAGA LEON, JON",30167,"AURRERA ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1609_grande.png,25,0,0,0,0
22536421-21-22536423,805566,"VIVES HIDALGO, IKER",102089,MANACOR,https://www.ffib.es/Fed/pimg/Clubes/00100_0000199852_23604025_IMG_20230814_WA0003__2_.jpg,25,3,0,0,0
23289291-21-23289292,901789374,"Mbappe Lottin, Kylian",205940,Real Madrid CF,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205940_50x50.png,25,8,0,0,0
22619989-21-22619990,9385,"ESNAOLA AGAEN, ALEX",6007,"ANAITASUNA, C.D.",https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2010.jpg,25,0,0,0,0
22620267-21-22620268,377761,"COULIBALY COULIBALY, MOHAMED MATENIN",3158,"REKABERRI, C.D.",https://www.faf-aff.eus/pnfg/pimg/Clubes/00100_0009928552_REKABERRI.png,25,0,0,0,0
29509446-21-33327,1865924799,"ARANDA MURGUI, IKER",1211710980,C.F. Fundació VCF 'A',https://appffcv.filesnovanet.es/pnfg/pimg/Clubes/00100_0074532357_Escudo_VCF_Fundacio.PNG,25,0,0,0,0
22536593-21-22606841,54076,"DARDER MOLL, XAVIER",101629,"SERVERENSE ""A""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000053470_20882084_1768475006515623_6803093018079824292_n.png,25,1,0,0,0
23289293-21-23289294,1258388,"Arribas Calvo, Sergio",205979,UD Almería,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205979_50x50.png,25,10,0,0,0
22320195-21-22320196,23092808,"PETIT ORTIZ, ADRIA",940,INTERNACIONAL HUESCA,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000310213_IMG_20210713_222418.jpg,25,0,0,0,0
22320181-21-22395200,1959758,"IBAÑEZ BURILLO, SIMON",295,BALSAS PICARRAL-U.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000391775_escudo.jpg,25,2,0,0,0
22536421-21-22536423,2375905,"GALMES CATALA, MIQUEL",7014487,"ES PLA ""A""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000000373_espla.jpg,25,3,0,0,0
22536419-21-22536420,797496,"KEITA SIDIBE, MADY",202615,SP. ATº CIUTAT DE PALMA,https://www.ffib.es/Fed/pimg/Clubes/00100_0000000507_1- SPORTING.jpg,25,1,0,0,0
22227427-21-22229298,3204103,"GARCIA BERMEJO, ASIER",1857647,C.D. ALAMEDA DE LA SAGRA E.M.F.,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000094022_ESCUDO_C.D._ALAMEDA.jpg,25,5,0,0,0
22620328-21-22682904,63099,"MONTERO BORDALLO, ALAIN",13687,"RETUERTO ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1061_grande.png,25,5,0,0,0
22536594-21-22628072,1652901,"NGUYEN LOPEZ, TAI",103179,R C D MALLORCA SAD,https://www.ffib.es/Fed/pimg/Clubes/00100_0000306448_RCDMALLORCA_ESCUDO.png,24,0,0,0,0
22536419-21-22536420,22738927,"BURCH DALMAU, MARCEL",102099,"R C D MALLORCA SAD ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000306448_RCDMALLORCA_ESCUDO.png,24,1,0,0,0
22108378-21-22108379,58111,"BARTOLOME ESTEBAN, ELOY",5312958,C.D.E. ATCO. MINEROS,https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000714850_Primary__Colour_.png,24,3,0,0,0
22227461-21-22229340,1593209,"GARCIA PASTOR, ADRIAN",412152,ACADEMIA ALBICELESTE,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000076233_WhatsApp_Image_2020_09_05_at_13.16.09.jpeg,24,3,0,0,0
22320178-21-22401727,5593939,"DEMBELE DEMBELE, OUTOGE",1652436,BINEFAR-FUTBOL BASE,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000460195_Logo_Club.jpg,24,2,0,0,0
22619991-21-22619992,73274,"VALVERDE SAGARDUY, SEIN",4558,ATHLETIC CLUB,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1001_grande.png,24,1,0,0,0
22320181-21-22395204,1185821,"ANDRES MUNIESA, DIEGO",6035981,CALANDA-C.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000360246_Escudo_moderno.jpeg,24,0,0,0,0
22320178-21-22401727,6607358,"ES SAIDI ZERROUK, YAHA",1652436,BINEFAR-FUTBOL BASE,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000460195_Logo_Club.jpg,24,4,0,0,0
22536594-21-22628072,1635985,"RETTORI LUS, VALENTINO",103450,PENYA ARRABAL,https://www.ffib.es/Fed/pimg/Clubes/00100_0000000752_escudo penya.png,24,4,0,0,0
23289323-21-23289324,1161103,"PEREZ-LAFUENTE REY, JORGE",205936,R.C. Celta de Vigo,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205934_50x50.png,23,0,0,0,0
22227427-21-22229298,3221931,"SANCHEZ RODRIGUEZ, FRANCISCO ALEJANDRO",30975,"ALBACETE BALOMPIE SAD ""B""",https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000023354_ESCUDO_ALBACETE_BALOMPIE.jpg,23,1,0,0,0
22620322-21-22682900,66958,"LOPEZ CANO, ILDEFONSO",13929,"ABADIÑO ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1093_grande.png,23,0,0,0,0
22536455-21-22536456,1810141,"ACHOUB BOUBAR, YASSER",3156850,CF SPORTING DE MAHON,https://www.ffib.es/Fed/pimg/Clubes/00100_0000049412_ESCUDO_OFICIAL.jpg,23,6,0,0,0
22227461-21-22229340,1072929,"CAPRARIN VLAD, ALEJANDRO",1858279,E.M.F. VILLALUENGA,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000178281_9.png,23,5,0,0,0
22320181-21-22395200,1036885,"MELIC ORMAD, DANIEL",544,HERNAN CORTES JUNQUERA-C.F.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000274922_escudo.png,23,0,0,0,0
22536452-21-22775071,3733830,"DIAGNE THIOUNE, BAYE CHEIKH",109120,"UD IBIZA ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000303134_Escudo_UD_Ibiza.png,23,0,0,0,0
22620328-21-22682904,274076,"DE LA FUENTE RUIZ, ENEKO",12759,"BALMASEDA ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1006_grande.png,23,0,0,0,0
23289323-21-23289329,21824380,"PAEZ ROMERO, DAVID",205261,C.D. Tenerife,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205259_50x50.png,23,3,0,0,0
22619991-21-22619992,266181,"JOHN EBENUWA, UZORMA JUNIOR",10341,DEPORTIVO ALAVES,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFAF/100.jpg,22,2,0,0,0
22620323-21-22620325,74488,"BASKARAN GOGENOLA, GAIZKA",30126,"ARTIBAI ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1166_grande.png,22,3,0,0,0
23289323-21-23289327,486320,"CASTILLA PEÑA, MIGUEL ANGEL",208113,Calavera C.F.,https://marcadores.rfef.es/pnfg/var/docs/anterior/1314/DOCS/20137/25/faf5fde51678349d33806a754ccd303a_ESkB7Q5g.jpg,22,0,0,0,0
22177943-21-22177950,6048977,"POSTIGO MIGUEL, ALVARO",809,"C.D. LAREDO ""A""",https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000667626_ESCUDO_C.D.LAREDO.jpg,22,0,0,0,0
22620323-21-22620324,60508,"PINEDA BATISTA, IBAI",12779,"ERANDIO ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1007_grande.png,22,2,0,0,0
22620323-21-22620325,75802,"GALLASTEGI ALDALUR, AKIER",30167,"AURRERA ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1609_grande.png,22,6,0,0,0
22536409-21-22536410,22716593,"HURTADO CASTILLO, WILBER ALEJANDRO",101499,"R.C.D. MALLORCA SAD ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000306448_RCDMALLORCA_ESCUDO.png,22,5,0,0,0
22620328-21-22682904,75044,"BERMEJO LARRONDO, JON",9582,"INDAUTXU ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1037_grande.png,22,0,0,0,0
23289323-21-23289324,1139566,"CASTRO VILAS, LUCAS",205701,R.C. Deportivo de La Coruña,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205699_50x50.png,22,0,0,0,0
22536446-21-22750685,4017728,"ROSILLO LOPEZ, IGNACIO",101920,"UD IBIZA ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000303134_Escudo_UD_Ibiza.png,22,2,0,0,0
23289291-21-23289292,702303,"Muric, Vedat",206364,RCD Mallorca,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/206364_50x50.png,22,5,0,0,0
22536455-21-22536456,1913497,"CAPÓ VALERA, MARIO",110062,"CIUTADELLA C.E. ""A""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000248703_logo_CiutadellaCE_png.png,22,3,0,0,0
22320181-21-22395204,3590827,"LAHUERTA IORGA, VICTOR",1012085,CALAMOCHA-C.F.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000037092_ESCUDO CF FUTBOL CALAMOCHA2.jpg,22,2,0,0,0
22320195-21-22320197,619314,"GARCIA ZALDIVAR, IZAN",123,BREA-C.D.,https://www.futbolaragon.com/pnfg/pimg/Equipos/00100_0000043219_brea cd.jpg,22,0,0,0,0
23289293-21-23289294,449659,"RUIZ RUBIO, CARLOS",205916,Málaga CF,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205916_50x50.png,22,5,0,0,0
23289323-21-23289327,24447689,"FIERRO SANCHEZ, ENZO JESUS",206206,Real Betis Balompié,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/206204_50x50.png,22,0,0,0,0
22320181-21-22395200,2039410,"SILVA MONTEIRO, CARLOS",368,DELICIAS-C.D.,https://www.futbolaragon.com/pnfg/pimg/Equipos/00100_0000046054_CDDeliciaslastone.JPG,22,4,0,0,0
23289323-21-23289330,24147402,"GOMEZ OCHOA, ADRIAN",205663,Valencia C.F.,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205661_50x50.png,21,0,0,0,0
22320181-21-22395200,1960735,"PANIAGUA GARCIA, MARIO",448,OLIVER-C.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000070387_CDO.jpg,21,0,0,0,0
23289295-21-23289297,1307767,"ORTIZ SÁNCHEZ, ARNAU",205946,Atlético Madrileño,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205945_50x50.png,21,6,0,0,0
22620322-21-22682900,62075,"GONZALEZ GONZALEZ, SERGIO",15146,"SESTAO RIVER ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1384_grande.png,21,1,0,0,0
22620322-21-22682900,272498,"CAMPO FUENTES, MIKEL",12812,"BARAKALDO ""B""",https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0009922517_Screenshot_2024_09_19_18_02_50_64_40deb401b9ffe8e1df2f1cc5ba480b12.jpg,21,1,0,0,0
22177943-21-22177950,5687564,"MARTINEZ IBAÑEZ, LUCAS",780,"REAL RACING CLUB SAD ""A""",https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000636294_racing66.jpg,21,0,0,0,0
22620323-21-22620325,77635,"GOMEZ PICAZA, LIHER",13025,"ITURRIGORRI ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1023_grande.png,21,0,0,0,0
22320181-21-22395203,3050244,"FERNÁNDEZ DE HEREDIA COBOS, ÁNGEL",6045664,CALATORAO-C.D.,https://www.futbolaragon.com/pnfg/pimg/Equipos/00100_0000038880_calatorao.jpg,21,4,0,0,0
22177943-21-22177950,5850090,"CARRAL RUISANCHEZ, DANIEL",1530,DEPORTIVO PERINES,https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000667354_ESCUDO_PERINES_FONDOBLANDO.jpg,21,2,0,0,0
29509446-21-33327,1659142814,"DIARRASSOUBA TRAORE, ABASS LUC",1460563485,Villarreal C.F. 'A',https://appffcv.filesnovanet.es/pnfg/pimg/Clubes/00100_0074501398_Villarreal_CF.png,21,0,0,0,0
22620328-21-22682904,271615,"SAMAKE SAMAKE, BOUBACAR SIDIKY",14815,"ASTRABUDUAKO ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1301_grande.png,21,0,0,0,0
23289293-21-23289294,1217739,"MARTIN GARCIA, ANDRES",205629,Real Racing Club de Santander,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205629_50x50.png,21,4,0,0,0
22536446-21-22750685,21897030,"ALFENONI, GIANLUCA",131039,PE SANT JORDI,https://www.ffib.es/Fed/pimg/Clubes/00100_0000106596_escudo.jpg,21,0,0,0,0
22320181-21-22395204,1195977,"AGUILAR AGUILAR, RAUL",6035981,CALANDA-C.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000360246_Escudo_moderno.jpeg,21,2,0,0,0
29509446-21-33327,1529889231,"GONZALBEZ GALERA, MAURO",1278770600,Valencia C.F. 'A',https://appffcv.filesnovanet.es/pnfg/pimg/Clubes/00100_0074501407_Valencia_CF.png,21,0,0,0,0
22536455-21-22536456,3998306,"COLL MARQUES, ANGEL",110062,"CIUTADELLA C.E. ""A""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000248703_logo_CiutadellaCE_png.png,21,0,0,0,0
22619991-21-22619992,66851,"CHARTERINA BARRERAS, ENDIKA",9652,DANOK BAT C.,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1086_grande.png,21,2,0,0,0
22620318-21-22682895,75995,"MONTEJO FERNANDEZ, IBAI",13051,"BASURTO ""A""",https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1024_grande.png,20,1,0,0,0
22227461-21-22229340,22261254,"SUBIRAT CECILIA, DIEGO",2682055,"C.D. ILLESCAS ""B""",https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000173424_escudo_cd_illescas.jpg,20,0,0,0,0
22320181-21-22395204,3880029,"IBAÑEZ ORTI, OSCAR",1022,"ALCAÑIZ C.F. ""A""",https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000416279_alcaniz.jpg,20,0,0,0,0
23289323-21-23289328,1233141,"DIEZ PAGONESSA, CARLOS JAVIER",205943,Real Madrid C.F.,https://marcadores.rfef.es/pnfg/pimg/Equipos/escudos_nuevos/205940_50x50.png,20,2,0,0,0
22177943-21-22177950,5586835,"MARTÍNEZ MADRAZO, ANDREA",809,"C.D. LAREDO ""A""",https://www.rfcf.es/pnfg/pimg/Clubes/00100_0000667626_ESCUDO_C.D.LAREDO.jpg,20,2,0,0,0
22536421-21-22536423,2358169,"VELIS PARRA, YOHAN JOAO",130917,"ATº BALEARES ""B""",https://www.ffib.es/Fed/pimg/Clubes/00100_0000076223_Escudo_color_sin_fondo.jpg,20,3,0,0,0
22227461-21-22229338,1335993,"TERCERO JIMENEZ, ALVARO",3195966,CD BALOMPEDICA AB CLINICA RAGA,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000131133_LOGOTIPOS_BALOMPEDICA__TODAS_VERSIONES__09.jpg,20,2,0,0,0
22320178-21-22401727,3834784,"ARTIGAS LOPEZ, DANIEL",6,REAL ZARAGOZA S.A.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000047835_Escudo-Zaragoza.jpg,20,0,0,0,0
22320181-21-22395200,1992039,"TCHENTE NDEMBY, VICENTE",3330180,SAN JOSE-U.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000041067_ESCUDO.JPG,20,2,0,0,0
22620267-21-22620268,301553,"GARCIA SOBRINO, JULEN",996,SANTA MARÍA-VITORIA A.D.,https://www.faf-aff.eus/pnfg/pimg/MigracionPV/escudosFAF/101.jpg,20,0,0,0,0
22320235-21-22358727,22572353,"HINGTON ARROYO, BRUCE",1675923,FRAGA-FÚTBOL BASE,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000149281_ESCUDO.jpg,20,0,0,0,0
22536421-21-22536422,1211115,"ARIAS BESTARD, ENZO",102135,INDEPENDIENTE C/R,https://www.ffib.es/Fed/pimg/Clubes/00100_0000000553_independiente.jpg,20,9,0,0,0
22342662-21-22343993,2230991,"DIAZ RECIO DEL VALLE, ANGEL",315615,C.F. TALAVERA DE LA REINA,https://www.ffcm.es/pnfg/pimg/Clubes/00100_0000087234_TALAVERA_DE_LA_REINA_CF_bis.jpg,20,0,0,0,0
23822157-21-23822159,315787,"MORILLAS LOROÑO, OIER",21694456,ARRATIA,https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0009922246_escudo_sin_fondo.png,20,1,0,0,0
23289323-21-23289325,1536469,"Fernandez Isasa, Enaitz",205603,Antiguoko Kirol Elkartea,https://marcadores.rfef.es/pnfg/var/docs//1516/DOCS/20163/11/25c06c4080109e3489132a1c2bcb60dd.jpg,20,1,0,0,0
22536421-21-22536423,22840307,"CABRERA, LEONEL ALAN",250822,RTVº PENYA ARRABAL,https://www.ffib.es/Fed/pimg/Clubes/00100_0000215148_ESCUDO_RTVO_PENYA_ARRABAL.jpg,20,1,0,0,0
22320178-21-22401727,3139850,"URDANIZ NAVARRO, DEMIAN",302,BALSAS PICARRAL-U.D.,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000391775_escudo.jpg,20,0,0,0,0
