referee_id,referee_name,country_name
18570,"s principal CACERES LLORENS, VICTOR asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente EZQUERRO GARCIA, GERMAN",
18571,"s principal ALEMANY ROMERO, JAVIER asistente LOMBARDO GONZALEZ, JAIME asistente MARTINEZ BELTRAN, PABLO",
18572,"s principal BORREDA GIMENEZ, GONZALO asistente VARELA SCALZONE, ALAN asistente LEGNANI, ANGELO ENZO",
18573,"s principal HIDALGO FUSTER, DANIEL asistente DELGADO DELGADO, HUGO asistente FERNANDEZ CARDONA, IKER",
18574,"s principal REUS PORRAS, JOAN MIQUEL asistente GALIANO MOYA, JAUME asistente PARADA LOPEZ, ALEJO",
18575,"s principal GUTIERREZ RODRIGUEZ, ISAAC asistente PEREZ GARAU, LUCAS asistente VICH PRIEGO, MARTI",
18576,"s principal VEGA MARTIN, JUAN asistente IBAÑEZ MARROIG, XAVIER asistente BERARDO LAZARO, ADRIAN",
18577,"s principal ALONSO MARTORELL, HUGO asistente DIALLO DIALLO, MAMADOU OURY asistente MARTINEZ BELTRAN, PABLO",
18578,"s principal GARCIA NAVARRO, ISMAEL asistente POL ROMERO, TOMEU asistente PEREZ GARAU, LUCAS",
18579,"s principal MUNTANER RUIZ, PAU asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente DIALLO DIALLO, MAMADOU OURY",
18580,"s principal PARDO SANCHIS, JOSE MANUEL asistente GALIANO MOYA, JAUME asistente FERNANDEZ RUIZ, HECTOR",
18581,"s principal ORTIZ ESCARRER, FRANCISCO asistente MORENO LOZANO, ALEX asistente FUSTER SEDANO, PABLO",
18582,"s principal PACHECO GUIJARRO, JUAN JOSE asistente BERNABEU MASCUÑAN, JONATHAN asistente TORRES TUR, SERGIO",
18583,"s principal GUTIERREZ RODRIGUEZ, ISAAC asistente DIALLO DIALLO, MAMADOU OURY asistente MARTINEZ BELTRAN, PABLO",
18584,"s principal SAIZ VILLARES, FEDERICO JAVIER asistente DIALLO DIALLO, MAMADOU OURY asistente LEGNANI, ANGELO ENZO",
18585,"s principal MANZANO MARTINEZ, PEDRO JOSE asistente EZQUERRO GARCIA, GERMAN asistente LUCERO SANCHEZ, CANDIDO",
18586,"s principal ALONSO MARTORELL, HUGO asistente PARADA LOPEZ, ALEJO asistente LOMBARDO GONZALEZ, JAIME",
18587,"s principal PARDO SANCHIS, JOSE MANUEL asistente LEGNANI, ANGELO ENZO asistente GOMEZ CAMPINS, CARME",
18588,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente ROMERO DIESTE, JAVIER asistente HAJ MOUSSA, OUSSAMA",
18589,"s principal GOMEZ GOMEZ, MANUEL asistente POL ROMERO, TOMEU asistente VICH PRIEGO, MARTI",
18590,"s principal VEGA MARTIN, JUAN asistente VARELA SCALZONE, ALAN asistente PEREZ GARAU, LUCAS",
18592,"s principal SAURINA LLABRES, DIEGO asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente FERNANDEZ CARDONA, IKER",
18593,"s principal BALLE REUS, LLUIS asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente IBAÑEZ MARROIG, XAVIER",
18594,"s principal BORREDA GIMENEZ, GONZALO asistente MARTINEZ BELTRAN, PABLO asistente TOUIL EL FAHSSI, ALI",
18595,"s principal MARTINEZ BELTRAN, ALEJANDRO asistente POL ROMERO, TOMEU asistente VICH PRIEGO, MARTI",
18596,"s principal ALEMANY ROMERO, JAVIER asistente MARTINEZ CACERES, CARLOS asistente MORA PEREZ, JOSE",
18597,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente SOTERAS CONTRERAS, JACOBO asistente GALIANO MOYA, JAUME",
18598,"s principal CIFRE SORIA, MIGUEL asistente MORALES PRIOR, IRIS AGLAYA asistente FERNANDEZ RUIZ, HECTOR",
18599,"s principal VIDAL ESTEBAN, FRANCISCO DE ASIS asistente BERARDO LAZARO, ADRIAN asistente MORENO LOZANO, ALEX",
18600,"s principal BOUZRATI AARRIM, HAITAM asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente EZQUERRO GARCIA, GERMAN",
18601,"s principal PACHECO GUIJARRO, JUAN JOSE asistente GUY DE PASSEMAR, DAMIAN asistente HAJ MOUSSA, OUSSAMA",
18602,"s principal REUS PORRAS, JOAN MIQUEL asistente CORDOBA ROSSELLO, ANA MARIA asistente CORDOBA ROSSELLO, LAURA",
18603,"s principal VICENS BUJOSA, JOAN asistente MONTOYA TRUJILLANO, MARIO asistente FUSTER SEDANO, PABLO",
18604,"s principal HIDALGO FUSTER, DANIEL asistente EZQUERRO GARCIA, GERMAN asistente FERNANDEZ CARDONA, IKER",
18605,"s principal VERDERA ESCANDELL, JORDI asistente LEGNANI, ANGELO ENZO asistente VICH PRIEGO, MARTI",
18606,"s principal TORRES SALA, ADRIAN asistente ABDEL OUAHID MAKHCHAN, ANASS asistente VIÑAU DE OLIVEIRA, GABRIEL",
18607,"s principal BORDOY DIAZ, ANTONI MAGI asistente POL ROMERO, TOMEU asistente VARELA SCALZONE, ALAN",
18608,"s principal MARTINEZ CABALLERO, JAVIER asistente MARTINEZ BELTRAN, PABLO asistente CATAGUA CARBONELL, KEVIN ALEXANDER",
18609,"s principal BOUZRATI AARRIM, HAITAM asistente EZQUERRO GARCIA, GERMAN asistente DELGADO DELGADO, HUGO",
18610,"s principal CORBELLE HUELIN, ADRIAN asistente SOTERAS CONTRERAS, JACOBO asistente MARTINEZ CACERES, CARLOS",
18611,"s principal PARDO SANCHIS, JOSE MANUEL asistente MORENO LOZANO, ALEX asistente MORALES PRIOR, IRIS AGLAYA",
18612,"s principal RAYO LLINAS, LLORENÇ asistente DIALLO DIALLO, MAMADOU OURY asistente IBAÑEZ MARROIG, XAVIER",
18613,"s principal REUS PORRAS, JOAN MIQUEL asistente DIALLO DIALLO, MAMADOU OURY asistente LEGNANI, ANGELO ENZO",
18614,"s principal MARTINEZ BERNABEU, PEDRO asistente MILAN RUBIO, JUNIOR asistente VALBUENA GUASCH, DANIEL",
18615,"s principal GARCIA NAVARRO, ISMAEL asistente MARTINEZ BELTRAN, ADRIANA asistente PEREZ GARAU, LUCAS",
18616,"s principal ALONSO MARTORELL, HUGO asistente MONTOYA TRUJILLANO, MARIO asistente FERNANDEZ RUIZ, HECTOR",
18617,"s principal VEGA MARTIN, JUAN asistente FUSTER SEDANO, PABLO asistente MORENO LOZANO, ALEX",
18618,"s principal CABELLOS CRUZ, HECTOR asistente TOUIL EL FAHSSI, ALI asistente POL ROMERO, TOMEU",
18620,"s principal ORTIZ ESCARRER, FRANCISCO asistente PARADA LOPEZ, ALEJO asistente BERARDO LAZARO, ADRIAN",
18621,"s principal MUNTANER RUIZ, PAU asistente LEGNANI, ANGELO ENZO asistente VICH PRIEGO, MARTI",
18622,"s principal GOMEZ GOMEZ, MANUEL asistente VARELA SCALZONE, ALAN asistente CATAGUA CARBONELL, KEVIN ALEXANDER",
18623,"s principal PONS PRIETO, JOAN asistente DA SILVA VILLANUEVA, YAGHO ALESSANDRO asistente DELGADO DELGADO, HUGO",
18624,"s principal BORREDA GIMENEZ, GONZALO asistente CORDOBA ROSSELLO, ANA MARIA asistente GOMEZ CAMPINS, CARME",
18625,"s principal MARTINEZ BELTRAN, ALEJANDRO asistente MARTINEZ BELTRAN, PABLO asistente PEREZ GARAU, LUCAS",
18626,"s principal BOUZRATI AARRIM, HAITAM asistente QUINTANA CABRA, IGNACIO JOSE asistente FERNANDEZ CARDONA, IKER",
18627,"s principal VICENS BUJOSA, JOAN asistente BERARDO LAZARO, ADRIAN asistente VICH PRIEGO, MARTI",
18628,"s principal PARDO SANCHIS, JOSE MANUEL asistente LEGNANI, ANGELO ENZO asistente MARTINEZ CACERES, CARLOS",
18629,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente HAJ MOUSSA, OUSSAMA asistente MILAN RUBIO, JUNIOR",
18630,"s principal CORBELLE HUELIN, ADRIAN asistente MORA PEREZ, JOSE asistente GALIANO MOYA, JAUME",
18631,"s principal RAYO LLINAS, LLORENÇ asistente DIALLO DIALLO, MAMADOU OURY asistente MARTINEZ BELTRAN, PABLO",
18632,"s principal CABELLOS CRUZ, HECTOR asistente VAQUERO BARCELO, JAVIER asistente PEREZ GARAU, LUCAS",
18633,"s principal PONS PRIETO, JOAN asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente QUINTANA CABRA, IGNACIO JOSE",
18752,"s principal IBAÑEZ MARTINEZ, SANTIAGO",
18634,"s principal TORRES SALA, ADRIAN asistente TORRES BUSTOS, VICTOR asistente TORRES TUR, SERGIO",
18635,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente MARTINEZ BELTRAN, PABLO asistente FERNANDEZ RUIZ, HECTOR",
18636,"s principal RIVAS PIÑEIRO, ADAN asistente SOTERAS CONTRERAS, JACOBO asistente LOMBARDO GONZALEZ, JAIME",
18637,"s principal GOMEZ GOMEZ, MANUEL asistente FERNANDEZ RUIZ, HECTOR asistente TOUIL EL FAHSSI, ALI",
18638,"s principal MARTINEZ CABALLERO, JAVIER asistente MONTOYA TRUJILLANO, MARIO asistente LEGNANI, ANGELO ENZO",
18639,"s principal VICENS BUJOSA, JOAN asistente MARTINEZ BELTRAN, ADRIANA asistente MARTINEZ BELTRAN, PABLO",
18640,"s principal CIFRE SORIA, MIGUEL asistente VARELA SCALZONE, ALAN asistente MILLAN PINO, PEDRO",
18641,"s principal PAZ POLONI, MARCOS FACUNDO asistente DA SILVA VILLANUEVA, YAGHO ALESSANDRO asistente EZQUERRO GARCIA, GERMAN",
18642,"s principal CACERES LLORENS, VICTOR asistente FERNANDEZ CARDONA, IKER asistente DELGADO DELGADO, HUGO",
18643,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente LOMBARDO GONZALEZ, JAIME asistente GALIANO MOYA, JAUME",
18644,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente TORRES TUR, SERGIO asistente ESCUDERO VAZQUEZ, ANGEL",
18645,"s principal IBAÑEZ MARTINEZ, SANTIAGO asistente VICH PRIEGO, MARTI asistente PEREZ GARAU, LUCAS",
18646,"s principal MUNTANER RUIZ, PAU asistente BERARDO LAZARO, ADRIAN asistente DIALLO DIALLO, MAMADOU OURY",
18647,"s principal ORTIZ ESCARRER, FRANCISCO asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente MARTINEZ CACERES, CARLOS",
18648,"s principal GARCIA NAVARRO, ISMAEL asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente DIALLO DIALLO, MAMADOU OURY",
18649,"s principal IBAÑEZ MARTINEZ, SANTIAGO asistente CABELLOS CRUZ, ENRIQUE asistente GUERRERO TORRES, DAVID",
18650,"s principal PAZ POLONI, MARCOS FACUNDO asistente FERNANDEZ CARDONA, IKER asistente QUINTANA CABRA, IGNACIO JOSE",
18651,"s principal MARTINEZ CABALLERO, JAVIER asistente ALEMANY VALCANERAS, LUCIA asistente PEREZ GARAU, LUCAS",
18652,"s principal CABELLOS CRUZ, HECTOR asistente TOUIL EL FAHSSI, ALI asistente CATAGUA CARBONELL, KEVIN ALEXANDER",
18653,"s principal PARDO SANCHIS, JOSE MANUEL asistente VARELA SCALZONE, ALAN asistente MARTINEZ BELTRAN, PABLO",
18654,"s principal MOLL MOLL, VICTOR asistente DELGADO DELGADO, HUGO asistente DA SILVA VILLANUEVA, YAGHO ALESSANDRO",
18655,"s principal ALEMANY ROMERO, JAVIER asistente DIANA RUIZ, PEDRO asistente MORENO LOZANO, ALEX",
18656,"s principal VIDAL ESTEBAN, FRANCISCO DE ASIS asistente MONTOYA TRUJILLANO, MARIO asistente IBAÑEZ MARROIG, XAVIER",
18657,"s principal RAYO LLINAS, LLORENÇ asistente POL ROMERO, TOMEU asistente VICH PRIEGO, MARTI",
18658,"s principal TORRES SALA, ADRIAN asistente ESCUDERO VAZQUEZ, ANGEL asistente TORRES TUR, SERGIO",
18659,"s principal REUS PORRAS, JOAN MIQUEL asistente MARTINEZ CACERES, CARLOS asistente PARADA LOPEZ, ALEJO",
18660,"s principal PAZ POLONI, MARCOS FACUNDO asistente QUINTANA CABRA, IGNACIO JOSE asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL",
18661,"s principal RAYO LLINAS, LLORENÇ asistente OLEA POBLETE, NAHUEL TOMAS asistente BERARDO LAZARO, ADRIAN",
18662,"s principal CIFRE SORIA, MIGUEL asistente DIALLO DIALLO, MAMADOU OURY asistente FUSTER SEDANO, PABLO",
18663,"s principal IBAÑEZ MARTINEZ, SANTIAGO asistente MARTINEZ BELTRAN, PABLO asistente GALIANO MOYA, JAUME",
18664,"s principal ALEMANY ROMERO, JAVIER asistente GOMEZ CAMPINS, CARME asistente MORA PEREZ, JOSE",
18665,"s principal CORBELLE HUELIN, ADRIAN asistente MORENO LOZANO, ALEX asistente PEREZ GARAU, LUCAS",
18666,"s principal GARCIA NAVARRO, ISMAEL asistente VICH PRIEGO, MARTI asistente POL ROMERO, TOMEU",
18667,"s principal ORTIZ ESCARRER, FRANCISCO asistente GOMEZ CAMPINS, CARME asistente MORENO LOZANO, ALEX",
18668,"s principal MANZANO MARTINEZ, PEDRO JOSE asistente MOLL CORTES, MARA asistente DELGADO DELGADO, HUGO",
18669,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente MONTOYA TRUJILLANO, MARIO",
18670,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente JIMENEZ ALCALDE, ALBA LUISA asistente ORTIN RODRIGUEZ, SERGIO",
18671,"s principal ALONSO MARTORELL, HUGO asistente LEGNANI, ANGELO ENZO asistente BERARDO LAZARO, ADRIAN",
18672,"s principal VICENS BUJOSA, JOAN asistente GALIANO MOYA, JAUME asistente PEREZ GARAU, LUCAS",
18673,"s principal VEGA MARTIN, JUAN asistente LOMBARDO GONZALEZ, JAIME asistente IBAÑEZ MARROIG, XAVIER",
18674,"s principal MARTINEZ BELTRAN, ALEJANDRO asistente MARTINEZ BELTRAN, ADRIANA asistente LEGNANI, ANGELO ENZO",
18675,"s principal MOLL MOLL, VICTOR asistente DELGADO DELGADO, HUGO asistente EZQUERRO GARCIA, GERMAN",
18676,"s principal VERDERA ESCANDELL, JORDI asistente MARTINEZ BELTRAN, PABLO asistente MORENO LOZANO, ALEX",
18677,"s principal MUNTANER RUIZ, PAU asistente IBAÑEZ MARROIG, XAVIER asistente MARTINEZ CACERES, CARLOS",
18678,"s principal MARTINEZ CABALLERO, JAVIER asistente BERARDO LAZARO, ADRIAN asistente PARADA LOPEZ, ALEJO",
18679,"s principal RIVAS PIÑEIRO, ADAN asistente FUSTER SEDANO, PABLO asistente SOTERAS CONTRERAS, JACOBO",
18680,"s principal GOMEZ GOMEZ, MANUEL asistente POL ROMERO, TOMEU asistente RAMIREZ SILVA, DAVID",
18681,"s principal BORREDA GIMENEZ, GONZALO asistente MAGAN FALCO, JAVIER asistente PEREZ GARAU, LUCAS",
18682,"s principal PACHECO GUIJARRO, JUAN JOSE asistente TORRES BUSTOS, VICTOR asistente BEN AYAD OUADAN, AKRAM",
18683,"s principal VICENS BUJOSA, JOAN asistente DIALLO DIALLO, MAMADOU OURY asistente PEREZ GARAU, LUCAS",
18684,"s principal PARDO SANCHIS, JOSE MANUEL asistente FUSTER SEDANO, PABLO asistente CATAGUA CARBONELL, KEVIN ALEXANDER",
18685,"s principal CORBELLE HUELIN, ADRIAN asistente GALIANO MOYA, JAUME asistente IBAÑEZ MARROIG, XAVIER",
18686,"s principal BORDOY DIAZ, ANTONI MAGI asistente MORENO LOZANO, ALEX asistente POL ROMERO, TOMEU",
18687,"s principal RAYO LLINAS, LLORENÇ asistente VICH PRIEGO, MARTI asistente BERARDO LAZARO, ADRIAN",
18688,"s principal CUBAS TORRAS, NIL asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente EZQUERRO GARCIA, GERMAN",
18689,"s principal MARTINEZ CAMPILLOS, MANUEL asistente ESCUDERO VAZQUEZ, ANGEL asistente ESTEBAN LOPEZ, ADRIAN",
18690,"s principal SAURINA LLABRES, DIEGO asistente QUINTANA CABRA, IGNACIO JOSE asistente FERNANDEZ CARDONA, IKER",
18691,"s principal MARTINEZ CABALLERO, JAVIER asistente VAQUERO BARCELO, JAVIER asistente MILLAN PINO, PEDRO",
18753,"s principal ROMERA OLIVER, JORGE",
18692,"s principal GARCIA NAVARRO, ISMAEL asistente VICH PRIEGO, MARTI asistente PEREZ GARAU, LUCAS",
18693,"s principal IBAÑEZ MARTINEZ, SANTIAGO asistente MORA PEREZ, JOSE asistente GOMEZ CAMPINS, CARME",
18694,"s principal VICENS BUJOSA, JOAN asistente ALEMANY VALCANERAS, LUCIA asistente POL ROMERO, TOMEU",
18695,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente SOTERAS CONTRERAS, JACOBO",
18696,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente HAJ MOUSSA, OUSSAMA asistente TORRES TUR, SERGIO",
18697,"s principal ALONSO MARTORELL, HUGO asistente TOUIL EL FAHSSI, ALI asistente LOMBARDO GONZALEZ, JAIME",
18698,"s principal ALEMANY ROMERO, JAVIER asistente MONTOYA TRUJILLANO, MARIO asistente MARTINEZ BELTRAN, PABLO",
18700,"s principal GUTIERREZ RODRIGUEZ, ISAAC asistente SOTERAS CONTRERAS, JACOBO asistente CATAGUA CARBONELL, KEVIN ALEXANDER",
18701,"s principal CABELLOS CRUZ, HECTOR asistente MARTINEZ CACERES, CARLOS asistente POL ROMERO, TOMEU",
18702,"s principal GOMEZ GOMEZ, MANUEL asistente DIALLO DIALLO, MAMADOU OURY asistente TOUIL EL FAHSSI, ALI",
18703,"s principal RODRIGUEZ MARQUES, PEDRO MANUEL asistente GONZALEZ ALMAGRO, MARINA asistente DELGADO DELGADO, HUGO",
18704,"s principal TORRES RODRIGUEZ, THIERRY GABRIEL asistente URIBE PANIAGUA, SARA asistente ESCUDERO VAZQUEZ, ANGEL",
18705,"s principal BOUZRATI AARRIM, HAITAM asistente MOLL CORTES, MARA asistente EZQUERRO GARCIA, GERMAN",
18706,"s principal SAIZ VILLARES, FEDERICO JAVIER asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente PARADA LOPEZ, ALEJO",
18707,"s principal RIVAS PIÑEIRO, ADAN asistente BERARDO LAZARO, ADRIAN asistente IBAÑEZ MARROIG, XAVIER",
18708,"s principal ORTIZ ESCARRER, FRANCISCO asistente MAYOL ROSSELLO, LLUIS asistente MORA PEREZ, JOSE",
18709,"s principal MUNTANER RUIZ, PAU asistente IBAÑEZ MARROIG, XAVIER asistente MORENO LOZANO, ALEX",
18710,"s principal ALONSO MARTORELL, HUGO asistente MARTINEZ CACERES, CARLOS asistente POL ROMERO, TOMEU",
18711,"s principal TORRES RODRIGUEZ, THIERRY GABRIEL asistente TORRES SALA, ADRIAN asistente TORRES BUSTOS, VICTOR",
18712,"s principal VERDERA ESCANDELL, JORDI asistente VARELA SCALZONE, ALAN asistente VICH PRIEGO, MARTI",
18713,"s principal PARDO SANCHIS, JOSE MANUEL asistente PEREZ GARAU, LUCAS asistente LEGNANI, ANGELO ENZO",
18714,"s principal CACERES LLORENS, VICTOR asistente DELGADO DELGADO, HUGO asistente DA SILVA VILLANUEVA, YAGHO ALESSANDRO",
18715,"s principal BORDOY DIAZ, ANTONI MAGI asistente MRABIT BEN BOUABID, YASSIR asistente MONTOYA TRUJILLANO, MARIO",
18716,"s principal BORREDA GIMENEZ, GONZALO asistente SOTERAS CONTRERAS, JACOBO asistente GALIANO MOYA, JAUME",
18717,"s principal CORBELLE HUELIN, ADRIAN asistente MILLAN PINO, PEDRO asistente ALEMANY VALCANERAS, LUCIA",
18718,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente ROMERO DIESTE, JAVIER asistente ESCUDERO VAZQUEZ, ANGEL",
18719,"s principal ALEMANY ROMERO, JAVIER asistente FERNANDEZ RUIZ, HECTOR asistente MORA PEREZ, JOSE",
18720,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente MORENO LOZANO, ALEX asistente VICH PRIEGO, MARTI",
18721,"s principal ALONSO MARTORELL, HUGO asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente TOUIL EL FAHSSI, ALI",
18722,"s principal GUTIERREZ RODRIGUEZ, ISAAC asistente POL ROMERO, TOMEU asistente IBAÑEZ MARROIG, XAVIER",
18723,"s principal GARCIA NAVARRO, ISMAEL asistente MARTINEZ BELTRAN, PABLO asistente MARTINEZ BELTRAN, ADRIANA",
18724,"s principal BOUZRATI AARRIM, HAITAM asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente QUINTANA CABRA, IGNACIO JOSE",
18725,"s principal REUS PORRAS, JOAN MIQUEL asistente BERARDO LAZARO, ADRIAN asistente DIALLO DIALLO, MAMADOU OURY",
18726,"s principal RODRIGUEZ MARQUES, PEDRO MANUEL asistente ROLDAN RODRIGUEZ, MIGUEL ANGEL asistente MORENO GARCIA, JAVIER",
18727,"s principal PONS PRIETO, JOAN asistente DELGADO DELGADO, HUGO asistente EZQUERRO GARCIA, GERMAN",
18728,"s principal RIVAS PIÑEIRO, ADAN asistente POL ROMERO, TOMEU asistente CATAGUA CARBONELL, KEVIN ALEXANDER",
18729,"s principal MARTINEZ BELTRAN, ALEJANDRO asistente PEREZ GARAU, LUCAS asistente MORA PEREZ, JOSE",
18730,"s principal VERDERA ESCANDELL, JORDI asistente VICH PRIEGO, MARTI asistente MARTINEZ CACERES, CARLOS",
18731,"s principal MARTINEZ CABALLERO, JAVIER asistente DIANA RUIZ, PEDRO asistente LEGNANI, ANGELO ENZO",
18732,"s principal IBAÑEZ MARTINEZ, SANTIAGO asistente DIALLO DIALLO, MAMADOU OURY asistente GALIANO MOYA, JAUME",
18733,"s principal GUTIERREZ RODRIGUEZ, ISAAC asistente MARTINEZ CACERES, CARLOS asistente SOTERAS CONTRERAS, JACOBO",
18734,"s principal CABELLOS CRUZ, HECTOR asistente TOUIL EL FAHSSI, ALI asistente VICH PRIEGO, MARTI",
18735,"s principal MUNTANER RUIZ, PAU asistente DIALLO DIALLO, MAMADOU OURY asistente ALEMANY VALCANERAS, LUCIA",
18737,"s principal ALONSO MARTORELL, HUGO asistente RAMIREZ SILVA, DAVID asistente ESTEBAN CRESPI, PASCUAL",
18738,"s principal MARTINEZ CAMPILLOS, MANUEL asistente URIBE PANIAGUA, SARA asistente MILAN RUBIO, JUNIOR",
18739,"s principal BORREDA GIMENEZ, GONZALO asistente POL ROMERO, TOMEU asistente PEREZ GARAU, LUCAS",
18740,"s principal GOMEZ GOMEZ, MANUEL asistente MARTINEZ CACERES, CARLOS asistente MARTINEZ BELTRAN, PABLO",
18741,"s principal ALEMANY ROMERO, JAVIER asistente BERARDO LAZARO, ADRIAN asistente PARADA LOPEZ, ALEJO",
18742,"s principal CIFRE SORIA, MIGUEL asistente SOTERAS CONTRERAS, JACOBO asistente LEGNANI, ANGELO ENZO",
18743,"s principal CACERES LLORENS, VICTOR asistente FERNANDEZ CARDONA, IKER asistente DA SILVA VILLANUEVA, YAGHO ALESSANDRO",
18744,"s principal MARTINEZ CABALLERO, JAVIER asistente CATAGUA CARBONELL, KEVIN ALEXANDER asistente MONTOYA TRUJILLANO, MARIO",
18745,"s principal HIDALGO FUSTER, DANIEL asistente GOMEZ EGEA, IÑIGO asistente EZQUERRO GARCIA, GERMAN",
18746,"s principal SORIANO JUAN, BERNARDO ADRIAN asistente TORRES TUR, SERGIO asistente TORRES BUSTOS, VICTOR",
18747,"s principal GARCIA NAVARRO, ISMAEL asistente FERNANDEZ RUIZ, HECTOR asistente VARELA SCALZONE, ALAN",
18748,"s principal IBAÑEZ MARTINEZ, SANTIAGO asistente HANUSIK HRISTOV, GABRIEL asistente STEPHENS, ORION HENRY",
18749,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO asistente GALIANO MOYA, JAUME asistente IBAÑEZ MARROIG, XAVIER",
18750,"s principal MARTINEZ BELTRAN, ALEJANDRO asistente MARTINEZ BELTRAN, ADRIANA asistente PEREZ GARAU, LUCAS",
18751,"s principal GUTIERREZ RODRIGUEZ, ISAAC asistente VICH PRIEGO, MARTI asistente DIALLO DIALLO, MAMADOU OURY",
18762,"s principal VIDAL ESTEBAN, FRANCISCO DE ASIS",
18763,"s principal REYNES CORONADO, MIGUEL ANGEL",
18764,"s principal GOMEZ RUS, DAVID",
18766,"s principal AGUILAR ILLAS, CARLOS",
18767,"s principal ALONSO MARTORELL, HUGO",
18768,"s principal MAS CAPO, JAUME",
18769,"s principal MARTINEZ CABALLERO, JAVIER",
18771,"s principal MARTINEZ BELTRAN, ALEJANDRO",
18772,"s principal VALENZUELA CHAOUQI, SONIA",
18773,"s principal CABELLOS CRUZ, ENRIQUE",
18774,"s principal ARNAU MAIMO, ANDREU",
18775,"s principal SASTRE LASCONI, LUIS GABRIEL",
18776,"s principal GOMEZ MORIANA, SAMUEL",
18778,"s principal SERRA CRESPI, RAFEL",
18779,"s principal PICO COLL, LLUIS",
18780,"s principal MUÑOZ MENDOZA, MOISES",
18781,"s principal MONSERRAT JUAN, MARC",
18785,"s principal GONZALEZ GONZALEZ, IVAN",
18786,"s principal ALEMANY ROMERO, JAVIER",
18787,"s principal RODRIGUEZ CHRISTIANSEN, ALEJANDRO",
18790,"s principal GUASCH MIR, DAVID",
18791,"s principal MAZA CORREA, FRANCISCO",
18792,"s principal BURGOS MINUCHE, MIGUEL EFRAIN",
18793,"s principal RIVAS PIÑEIRO, ADAN",
18795,"s principal CRESPI DEYA, MARTI",
18796,"s principal AGUILO FERRIOL, AINA",
18800,"s principal PUJOL MARTINEZ, PEDRO",
18802,"s principal HARO RODRIGUEZ, LUIS",
18804,"s principal SANCHEZ RUIZ, JOSE",
18805,"s principal CORBELLE HUELIN, ADRIAN",
18806,"s principal GOMEZ RUIZ, ALVARO",
18808,"s principal DE LA CAMARA FUSTER, JAIME",
18809,"s principal SUAU GUAL, EMILKAR DUBIER",
18810,"s principal MULET AGUILO, ALEXANDRE",
18811,"s principal MASCARO VILLAGRASA, JORDI",
18812,"s principal ARENAS DAVIU, NACHO",
18814,"s principal MARTINEZ CABALLERO, JORGE",
18815,"s principal PARDO SANCHIS, JOSE MANUEL",
18816,"s principal DIAZ SOTO, LUIS MIGUEL",
18817,"s principal ALCEDO COVAS, YERAY",
18823,"s principal MORA DOS SANTOS, MARIO JOSE",
18825,"s principal SAIZ VILLARES, FEDERICO JAVIER",
18826,"s principal ANGELOV BORISOV, ALEKSANDAR IVAYLOV",
18827,"s principal GOMEZ GOMEZ, MANUEL",
18831,"s principal OSAHENI EKUNDAYO, IYAYI",
18833,"s principal ALMARCHE GONZALEZ, VICENTE JAVIER",
18834,"s principal CORDERO MANDILEGO, ALFREDO",
18841,"s principal RUIZ CAÑAMERO, JUAN MIGUEL",
18847,"s principal RIERA MENA, JUAN MIGUEL",
18849,"s principal REUS PORRAS, JOAN MIQUEL",
18850,"s principal GRANDA NAVA, DIEGO",
18853,"s principal FONTANET REUS, TOMAS",
18858,"s principal ROSELLO TUDELA, SANTIAGO",
18863,"s principal LOPEZ COLL, JULIAN VICTOR",
18868,"s principal MUNTANER RUIZ, PAU",
18869,"s principal GALIPIENSO RODRIGUEZ, PEDRO",
18874,"s principal SERRA ALMODOVAR, BERNARDINO",
18876,"s principal CANTOS LUCENA, MANUEL JESUS",
18885,"s principal FIOL ANDREU, ENRIC",
18887,"s principal GUTIERREZ RODRIGUEZ, ISAAC",
18892,"s principal BALLE REUS, SERGI",
18893,"s principal DIANA RUIZ, PEDRO",
