team_id,team_name,team_gender,crest_url,country_name
14064,ROMO,,Escudo-Romoc.png,
21694456,ARRATIA,,https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0009922246_escudo_sin_fondo.png,
22615213,AURRERA DE ONDARROA,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1609_grande.png,
22615494,UGERAGA S.D.,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1152_grande.png,
22616034,GARELLA-NO F.K.,,https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0010162264_IMG_20251016_WA0004.jpg,
30067,GALDAKAO,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1021_grande.png,
13130,AMOREBIETA,,https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0000106436_ESCUDO_SDA_COLOR__2_.png,
30054,"ATHLETIC ""B""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1001_grande.png,
12682,PORTUGALETE,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1003_grande.png,
13305,INDAUTXU,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1037_grande.png,
29740,KOSTKAS C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2028.png,
30053,"ATHLETIC ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1001_grande.png,
5918,"TOURING, C.D.",,https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0010135784_ezkutua.jpg,
12826,SANTUTXU,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1011_grande.png,
22615985,BETOLATZA C.D.F.,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1501_grande.png,
12727,DEUSTO,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1005_grande.png,
29766,BETI ONA C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2065.jpg,
29741,LENGOKOAK S.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2029.jpg,
6243,ZARAUTZ K.E.,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2016.JPG,
9624,"INDARTSU, C.",,https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0009920691_Escudo_Indartsu_2017__1_.png,
29699,TOURING C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010135784_ezkutua.jpg,
23263905,INTXAURRONDO C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010141741_IMG_20250402_WA0004.jpg,
29723,ZARAUTZ K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2016.JPG,
22758952,TRINTXERPE C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2009.jpg,
1822135,PASAIA K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2014.jpg,
29755,VASCONIA C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2051.jpg,
29709,HERNANI C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0000105113_hernani_vec.png,
29704,ORDIZIA K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010131336_Ordizia_berria.png,
29727,ILINTXA S.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2019.jpg,
29735,AMAIKAK BAT K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2023.jpg,
29808,ARRUPE CHAMINADE C.D.D.F.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010134622_cd_sanse.bmp,
29676,REAL UNION CLUB SAD,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2003.jpg,
29725,LAGUN ONAK C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010134713_escudo_lagun.png,
29732,ALOÑA MENDI K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Equipos/00100_0010136188_ALO_A_MENDI.png,
7078,URKI C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2081.jpg,
4553,"ATHLETIC CLUB ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1001_grande.png,
29825,SAN MARCIAL C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2048.jpg,
29720,MONDRAGON C.F.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2015.jpg,
29827,IGELTEGI DE DONOSTIA C.F.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0000107114_00100_0000106796_eSCUDO_IGELTEGI.png,
1985232,MARIÑO C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0009918224_mari_o__1_.png,
29687,AÑORGA K.K.E,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010144020_A_orga_KKE.png,
29762,ZUMAIAKO F.T.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2062.jpg,
29696,EUSKALDUNA ANDOAINDARRA S.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2007.jpg,
10340,"DEPORTIVO ALAVES ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFAF/100.jpg,
29780,BEHOBIA C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2127.jpg,
29779,ORIOKO F.T.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2114.jpg,
29759,OIARTZUN K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2054.JPG,
29793,INTERNACIONAL C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010122361_INTERNACIONAL_BERRIA.png,
29749,HONDARRIBIA F.E,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0010121884_Escudo_Hondarribi_PDF_1.png,
29772,DANENA K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2079.jpg,
29792,OSTADAR S.K.T.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2412.jpg,
1909532,AIZKORRI SEGURA FUTBOL TALDEA,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2417.jpg,
6130,"HERNANI, C.D.",,https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0000105113_hernani_vec.png,
29747,MUNDAIZ S.C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0009925452_ESCUDO_MUNDAIZ.png,
29673,REAL SOCIEDAD S.A.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Clubes/00100_0009936261_Real_Sociedad_vect.png,
29737,BERGARA K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2025.png,
13860,"DANOK BAT CLUB ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1086_grande.png,
29754,UROLA K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2043.jpg,
29669,BEASAIN S.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2001.jpg,
6079,"EIBAR, S.D. ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2012.jpg,
29745,ANTIGUOKO K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2030.jpg,
29776,LAZKAO K.E.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2111.png,
29898,BERGARA K.E.,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2025.png,
29703,ANAITASUNA C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2010.jpg,
9444,ARENAS C.,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1002_grande.png,
5668,"REAL SOCIEDAD DE FUTBOL ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0010131668_Real_Sociedad_vect.png,
29729,ARETXABALETA K.E. UDA,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2020.png,
9500,"SANTUTXU F.C. ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1011_grande.png,
13650,"ARRATIA, C.D.",,https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0009922246_escudo_sin_fondo.png,
29789,MARTUTENE KE,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2411.png,
5851,TOLOSA CLUB DE FUTBOL,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2006.jpg,
29691,TOLOSA C.F.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/MigracionPV/escudosFGF/2006.jpg,
29683,ELGOIBAR C.D.,,https://www.gipuzkoafutbola.eus/pnfg/pimg/Equipos/00100_0010135642_CD_ELGOIBAR.JPG,
6645,"ANTIGUOKO KIROL ELKARTEA ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2030.jpg,
13851,"DANOK BAT ""C""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1086_grande.png,
13929,"ABADIÑO ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1093_grande.png,
12729,"DEUSTO ""B""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1005_grande.png,
13271,"LEIOA ""C""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1034_grande.png,
12683,"PORTUGALETE ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1003_grande.png,
9591,"GETXO, C.D.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1038_grande.png,
2429,ZUIA 02 C.D.F. y B.,,https://files.faf-aff.eus/pnfg/img/web_responsive_2/CAST/escudo_sm_resultados_.jpg,
9464,"DEUSTO, S.D.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1005_grande.png,
83,ALEGRÍA CD,,https://www.faf-aff.eus/pnfg/pimg/MigracionPV/escudosFAF/2.gif,
29597,"CHAMINADE MARIANISTAS K.E. AD ""A""",,https://www.faf-aff.eus/pnfg/pimg/Clubes/00100_0009935659_cf4da01a_89af_4dad_9686_bd7fffeab188.jpg,
6654,"ANTIGUOKO KIROL ELKARTEA ""C""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2030.jpg,
69,"ABETXUKO, A.D.C. ""A""",,https://www.faf-aff.eus/pnfg/pimg/Clubes/00100_0009920549_abetxuko.png,
6285,LAGUN ONAK C.D.,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2017.jpg,
4540,"OLARIZU, C.D.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFAF/26.jpg,
5639,"BEASAIN, S.D.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2001.jpg,
7094,URKI C.D.,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2081.jpg,
13131,"AMOREBIETA ""A""",,https://www.fvf-bff.eus/pnfg/pimg/Clubes/00100_0000106436_ESCUDO_SDA_COLOR__2_.png,
221,"ELProex ARIZNABARRA ""B""",,https://www.faf-aff.eus/pnfg/pimg/MigracionPV/escudosFAF/6.jpg,
686,"SAN VIATOR A.D. ""A""",,https://www.futbolaragon.com/pnfg/pimg/Clubes/00100_0000408180_IMG_20240406_185021.jpg,
13490,"BERMEO ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1049_grande.png,
5800,AÑORGA K.K.E.,,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2005.jpg,
12779,"ERANDIO ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1007_grande.png,
750,"ZARAMAGA C.F. ""A""",,https://www.faf-aff.eus/pnfg/pimg/MigracionPV/escudosFAF/37.jpg,
6007,"ANAITASUNA, C.D.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFGF/2010.jpg,
14811,"ASTRABUDUAKO ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1301_grande.png,
9519,"GERNIKA, S.D.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1019_grande.png,
14852,ITZUBALTZETA,,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1312_grande.png,
10149,HONDARRIBIA F.E.,,https://www.euskadifutbol.eus/pnfg/pimg/Clubes/00100_0010121884_Escudo_Hondarribi_PDF_1.png,
12761,"BALMASEDA ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1006_grande.png,
30075,"LEIOA, S.D. ""B""",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1034_grande.png,
30057,"BASCONIA ""A""",,https://www.fvf-bff.eus/pnfg/pimg/MigracionPV/escudosFVF/1004_grande.png,
9528,"CULTURAL DPVA. DURANGO, S.",,https://www.euskadifutbol.eus/pnfg/pimg/MigracionPV/escudosFVF/1020_grande.png,
2688,"BETOÑO, CD ""B""",,https://www.faf-aff.eus/pnfg/pimg/MigracionPV/escudosFAF/1454.jpg,
